timestamp,question #,question,A,B,C,correct
3/26/2018 1:19,15,Which of these was inducted into the National Toy Hall of Fame first?,Wiffle ball,Game Boy,Rubik's Cube,B
3/26/2018 1:20,16,Which university's marching band has a giant instrument that used to be radioactive?,U of Chicago,Purdue,U of Texas,C
3/26/2018 1:21,17,The element lutetium gets its name from an old name for what European city?,London,Paris,Helsinki,B
3/26/2018 1:25,20,Which of these major Hollywood films was shot in Toronto?,L.A. Confidential,Gangs of New York,Chicago,C
3/26/2018 19:04,1,Trees often grow from what?,AstroTurf,Seeds,Peanut butter,B
3/26/2018 19:04,2,A common type of hair tie covered in fabric is known as what?,Scrunchie,Munchie,Lunchie,A
3/26/2018 19:05,3,"The word ""fortnight"" literally means what?",Nighttime battle,Tomorrow night,Two weeks,C
3/26/2018 19:06,4,"""Bollywood"" is a portmanteau of what city and Hollywood?",Bombay,Boca Raton,Boston,A
3/26/2018 19:07,5,In which type of exercise class would you most likely use a reformer?,Zumba,Pilates,Spin,B
3/26/2018 19:07,6,Which of these is an acronym used to remember the mathematical order of operations?,EMPADS,SADMEP,PEMDAS,C
3/26/2018 19:08,7,"Which of these films would be considered a ""Pygmalion"" story?",Romeo + Juliet,She's the Man,She's All That,C
3/26/2018 19:09,8,Which of these countries built a city shaped like a First Lady's facial profile?,Argentina,France,North Korea,A
3/26/2018 19:10,9,The payment company Square has a board member who runs what fast food chain?,Shake Shack,Five Guys,In-N-Out,A
3/26/2018 19:10,10,Amtrak trains do NOT stop in which of these places?,Glacier National Park,"Langley, VA",Niagara Falls,B
3/26/2018 19:11,11,The first U.S. hotel to offer room service is now part of what hospitality chain?,Hilton,Four Seasons,Starwood,A
3/27/2018 1:04,1,What type of card is typically used to make purchases at stores?,Credit,Blockbuster,Birthday,A
3/27/2018 1:04,2,What hairstyle is named for a part of an animal?,Horseholder,Bowl cut,Ponytail,C
3/27/2018 1:05,3,Which of these is a common type of node in the human body?,Nymph,Lymph,Dymph,B
3/27/2018 1:06,4,"In the U.S., a trial without a jury is known as what?",Blank trial,Bench trial,Mistrial,B
3/27/2018 1:07,5,"In English, the Chinese term for paparazzi literally translates to what?",Laser focused,Puppy squad,Buzzing insects,B
3/27/2018 1:08,6,"Which of these is NOT a ""Little Critter"" book title?",Just a Mess,My Summer Vacation,I Was So Mad,B
3/27/2018 1:08,7,"In the Austin Powers films, what type of cat was Mr. Bigglesworth before his cryogenic freeze?",Siamese,Persian,Sphynx,B
3/27/2018 1:09,8,What Edgar Allan Poe poem allegedly lends its name to a U.S. Air Force facility?,Dream-Land,The Raven,The Haunted Palace,A
3/27/2018 1:10,9,Which state is home to what is considered the deepest lake in the U.S.?,Minnesota,Michigan,Oregon,C
3/27/2018 1:11,10,"Which of these films earned the dreaded ""thumbs down"" from Roger Ebert?",Full Metal Jacket,Demolition Man,Junior,A
3/27/2018 1:12,11,Which of these technological breakthroughs was invented by a man?,Windshield wipers,Kevlar,Aerosol can,C
3/27/2018 1:58,12,"In a famous folktale, what archer stole from the rich and gave to the poor?",Jumpman,Robin Hood,Mr. Steal Your Girl,B
3/27/2018 1:58,13,"In the fashion world, different color combinations for a single design are known as what?",Colorways,Flashschemes,Gridstuffs,A
3/27/2018 1:59,14,What is the largest animal ever known to have lived?,Blue whale,Woolly mammoth,Apatosaurus,A
3/27/2018 2:00,15,"By volume, the air we breathe is mostly made up of what element?",Nitrogen,Oxygen,Carbon dioxide,A
3/27/2018 2:01,16,"Before inventing Nike's air soles, where did the creator work?",NASA,Porsche,Levi's,A
3/27/2018 2:02,17,What day is Mexico's equivalent to July 4th in the U.S.?,5-May,5-Mar,16-Sep,C
3/27/2018 2:03,18,"For high-end sneakers, which of these acronyms describes shoes that are usually easiest to get?",HTM,GS,PE,B
3/27/2018 2:04,19,Which of these was NOT one of the canonical seven wonders of the ancient world?,Lighthouse,Mausoleum,Library,C
3/27/2018 2:04,20,The first Bo Jackson Nike TV ad featured the musical act famous for recording what song?,Revolution,Hustlin',I'm a Man,C
3/27/2018 2:05,21,Which of these actors has NOT played a person forced to live inside a bubble?,Jake Gyllenhaal,John Travolta,Jason Alexander,C
3/27/2018 2:06,22,Which of these toys debuted in stores during JFK's presidency?,RC helicopter,G.I. Joe,Slip 'N Slide,C
3/27/2018 2:08,24,"Though their designs are similar, which of these countries' flags has the most colors?",Laos,Palau,Bangladesh,A
3/27/2018 2:09,25,Which of these duos consists of two people NOT born in the same year?,Simon &amp; Garfunkel,OutKast,The White Stripes,C
3/27/2018 2:11,26,Which of these nations' capital cities is located at the highest altitude?,Ethiopia,Kenya,Chile,A
3/27/2018 19:04,1,Firefighters often have which of these things attached to their trucks?,LinkedIn profile,PDFs,Hose,C
3/27/2018 19:05,2,The letters in the federal agency IRS stand for what?,Infinitely Rude Staff,Internal Revenue Service,Incredibly Rare Sneakers,B
3/27/2018 19:05,3,"In which country do people typically answer the phone by saying ""Pronto""?",China,Canada,Italy,C
3/27/2018 19:06,4,Legal work done without charging a fee is known as what?,Habeas corpus,Affidavit,Pro bono,C
3/27/2018 19:07,6,What did now-defunct teen magazine YM stand for?,Your Magazine,Young Miss,Yes Mademoiselle,B
3/27/2018 19:08,7,"""Tales from the Crypt"" was originally on the same U.S. network as which show?",Full House,Fraggle Rock,Animaniacs,B
3/27/2018 19:09,8,"In the Catholic Church, which of these is considered the most powerful?",Vicar general,Archbishop,Archdeacon,B
3/27/2018 19:09,9,"What is the last spoken line in Samuel Beckett's ""Waiting for Godot""?","Yes, let's go.",Let's wait some more.,Is he coming?,A
3/27/2018 19:10,10,Which of these men has been knighted by the Queen of England?,Keith Richards,Hugh Grant,Rudy Giuliani,C
3/27/2018 19:11,11,Which of these Canadian territories stretches farthest north?,Nunavut,Northwest Territories,Yukon,A
3/27/2018 19:12,12,Which of these hit rock songs did NOT appear on a debut album?,Last Nite,Buddy Holly,Wonderwall,C
3/28/2018 1:05,1,Street art that involves spraying paint on walls is known as what?,Peter Griffin,Giraffe,Graffiti,C
3/28/2018 1:05,2,"In book publishing, a novel with a soft cover is typically called what?",Paperback,Pillow,Wimpy,A
3/28/2018 1:06,3,"In arithmetic, how is a number squared?",Added to its reciprocal,Multiplied by itself,Divided by antecedent,B
3/28/2018 1:07,4,"The flight recorder known as the airplane ""black box"" is typically what color?",Green,Black,Orange,C
3/28/2018 1:08,5,Which of these U.S. national parks is home to a supervolcano?,Yosemite,Zion,Yellowstone,C
3/28/2018 1:08,6,The wigs worn by barristers in English courts are usually made with which kind of hair?,Equine,Synthetic,Hominine,A
3/28/2018 1:09,7,"In AOL Instant Messenger, what default sound played when friends appeared online?",Door opening,Car horn,Bicycle bell,A
3/28/2018 1:10,8,Which of these Broadway productions ran for the most shows?,Cats,Les Misérables,Chicago,C
3/28/2018 1:11,9,"In cooking, what do chefs set up before they make a meal?",Mise-en-chine,Mise-en-scène,Mise-en-place,C
3/28/2018 1:13,12,Which of these celebrities owns an island near the location of the doomed Fyre Festival?,Ja Rule,Steve Martin,Tyler Perry,C
3/28/2018 19:04,1,What is the main ingredient in ketchup?,Atlantic cod,Melted copper,Tomatoes,C
3/28/2018 19:05,2,"In an old expression, ""what's good for the goose"" is also good for the what?",Gander,People of Wakanda,Goose's social media,A
3/28/2018 19:06,3,"By definition, a myopic person is considered what?",Mopey,Nearsighted,Photographer,B
3/28/2018 19:06,4,Which of these is the name of a piece of furniture AND a vast historical empire?,Ottoman,Credenza,Macedonian,A
3/28/2018 19:07,5,"Which of these is the correct spelling of 1,000 years?",Millenium,Millennium,Milennium,B
3/28/2018 19:07,6,Which of these is NOT one of the two measurements in a blood pressure reading?,Diastolic,Hemostatic,Systolic,B
3/28/2018 19:09,8,Who was the first woman to serve as a Supreme Court justice?,Sandra Day O'Connor,Madeleine Albright,Ruth Bader Ginsburg,A
3/28/2018 19:10,9,Which is the title of an actual video game in the Grand Theft Auto series?,Beggar's Bargain,Chinatown Wars,Desperation Row,B
3/28/2018 19:10,10,In which of these places does the capital city NOT contain the name of the country?,Kuwait,Barbados,Guatemala,B
3/29/2018 1:11,1,What festive term also describes a hidden feature in a video game?,Easter egg,Halloween candy bucket,Christmas sweater vest,A
3/29/2018 1:12,2,"In the Spielberg film ""E.T."", what does E.T. stand for?",Extra Terrestrial,Enchilada Thief,Earl Torgeson,A
3/29/2018 1:13,3,What classic '80s TV character was an alien from the planet Melmac?,ALF,Alex P. Keaton,MacGyver,A
3/29/2018 1:13,4,Which of these is NOT an example of a redundant acronym?,PIN number,ATM machine,PEZ dispenser,C
3/29/2018 1:15,6,"In the Eurythmics' debut hit video, what color was the lead singer's hair?",Orange,Blonde,Pink,A
3/29/2018 1:17,8,"Closely tied to ""perestroika,"" what does the Russian word ""glasnost"" mean?",Economics,Restructuring,Openness,C
3/29/2018 1:19,10,"In an early scene in ""WarGames,"" Matthew Broderick grabs a textbook off of what arcade game?",Dig Dug,Galaga,Zaxxon,A
3/29/2018 1:20,11,The founder of which of these startups has more Twitter followers than Mark Zuckerberg?,Dropbox,WhatsApp,Box,C
3/29/2018 1:22,13,Which of these nations shares its border with the most countries?,Austria,Bolivia,Mali,A
3/29/2018 1:24,15,"In ""Dirty Dancing,"" what does Patrick Swayze say right after declaring, ""Nobody puts baby in a corner""?",Nobody,Ready?,Come on,C
3/29/2018 19:04,1,What kind of salad normally contains the most lettuce?,Potato salad,Fruit salad,Caesar salad,C
3/29/2018 19:04,2,Militia soldiers in the American Revolutionary War were commonly called what?,Minutemen,Millenniummen,Monthmen,A
3/29/2018 19:05,3,"In the NCAA Basketball Tournament, the last four teams alive are known as the what?",Lone Survivors,Grand Slams,Final Four,C
3/29/2018 19:05,4,What pedal is usually missing from a car with automatic transmission?,Brake,Gas,Clutch,C
3/29/2018 19:06,5,Which famous character does NOT grow larger by interacting with a mushroom?,Alice in Wonderland,Nintendo's Mario,Thumbelina,C
3/29/2018 19:06,6,"What was ""Weird Al"" Yankovic's birth name?",Albert Yarborough,Alfred Yankovic,Adam Iacopino,B
3/29/2018 19:07,7,"""Betteridge's Law"" is a famous observation about what?",Headlines,Smartphone size,Cable news ratings,A
3/29/2018 19:08,8,Who directed the motion picture credited as the first to show a flushing toilet?,Alfred Hitchcock,Frank Capra,John Waters,A
3/29/2018 19:08,9,"What type of medical treatment gets its name from the Latin for ""I shall please""?",Analgesic,Narcotic,Placebo,C
3/29/2018 19:10,11,"What African nation gets its name from the Arabic for ""The Islands""?",Madagascar,Algeria,Comoros,B
3/29/2018 19:12,12,Which of these is NOT a kind of apple?,Dog's Snout,Bloody Ploughman,Everett's Knave,C
3/30/2018 1:04,1,"According to the old song ""Row, Row, Row Your Boat,"" life is but a what?",Dream,Massive phoenix tattoo,Bitcoin scam,A
3/30/2018 1:04,2,"By definition, a person who cuts hair is often referred to as what?",Birder,Bugbear,Barber,C
3/30/2018 1:05,3,Which of these music genres peaked in popularity during the 1970s?,Doo-wop,Disco,Rap,B
3/30/2018 1:05,4,Which of these animals provides a key ingredient in traditional mayonnaise?,Sheep,Chicken,Cow,B
3/30/2018 1:06,5,"In professional wrestling, bad guys are called ""heels"" and good guys are known as what?",Hands,Faces,Torsos,B
3/30/2018 1:07,6,Which of these cat breeds gets its name from an island in Asia?,Balinese,Persian,Siamese,A
3/30/2018 1:08,7,"Who made the gaming console that indicated a breakdown with the ""red ring of death?""`",Sony,Nintendo,Microsoft,C
3/30/2018 1:08,8,"The director of ""Mad Max: Fury Road"" also directed which of these movies?",Borat,Live Free or Die Hard,Babe: Pig in the City,C
3/30/2018 1:09,9,Which of these people is NOT an inductee into the Internet Hall of Fame?,Tim Berners-Lee,Al Gore,Steve Jobs,C
3/30/2018 1:10,10,The U.S. founding father famous for his experiments with electricity was born in what city?,London,Boston,Philadelphia,B
3/30/2018 1:12,12,The Smart Car started as a collaboration between a car company and what?,Watchmaker,Website,Travel guide,A
3/30/2018 19:07,1,The Cy Young Award is given each year to Major League Baseball's best what?,Mascots,Fans,Pitchers,C
3/30/2018 19:07,2,"When it comes to mail, what does the Z in ""ZIP Code"" stand for?",Zoom,Zero,Zone,C
3/30/2018 19:08,3,Which of these phrases is slang for a bad thing?,Dog's breakfast,Bee's knees,Cat's pajamas,A
3/30/2018 19:09,4,"Thanks to the time it took to make, what movie was almost called ""12 Years""?",Boyhood,The LEGO Movie,Castaway,A
3/30/2018 19:10,5,"The Latin phrase ""tempus fugit"" literally translates to what?",Buyer beware,Come together,Time flies,C
3/30/2018 19:10,6,Which U.S. president's middle name is Gamaliel?,Warren Harding,James Polk,Rutherford Hayes,A
3/30/2018 19:11,7,"Sleeping through winter is hibernation, but sleeping through summer is called what?",Transolation,Estivation,Decarburization,B
3/30/2018 19:12,8,Which of these states borders the Hawkeye State?,The Volunteer State,The Peace Garden State,The Show Me State,C
3/30/2018 19:12,9,What dog breed was named for a region in Germany and Poland?,Pomeranian,Doberman Pinscher,Poodle,A
3/30/2018 19:14,10,Adam Sandler did NOT receive a Kids Choice Award for his work in which movie?,Mr. Deeds,Grown Ups 2,Happy Gilmore,C
3/31/2018 1:03,1,"TGIF most commonly stands for ""Thank God It's"" what?",Friday,Frankenstein,Flavortown,A
3/31/2018 1:04,2,In which of these places were rulers known as pharaohs?,Ancient Egypt,Medieval Japan,Studio54,A
3/31/2018 1:05,3,"In astronomical terms, what is the opposite of a full moon?",Fresh moon,New moon,Hungry moon,B
3/31/2018 1:06,4,In which of these sports can a player NOT get a strike?,Bowling,Baseball,Basketball,C
3/31/2018 1:06,5,Which of these U.S. states is known for its panhandle?,Florida,Iowa,Montana,A
3/31/2018 1:07,6,What is the name of the scientific process that turns sugars into alcohol?,Fermentation,Photosynthesis,Mutation,A
3/31/2018 1:07,7,Which of these is both a city in Morocco AND a common style of hat?,Kangol,Fez,Tangier,B
3/31/2018 1:08,8,The guitarist in the E Street Band starred in which television show?,The Sopranos,The Practice,Rescue Me,A
3/31/2018 1:09,9,"In the U.S., which of these job uniforms is illegal to wear if you do not have that job?",Surgeon,Postal worker,Airline pilot,B
3/31/2018 1:09,10,"In 18th-century London, people mocked the first public user of which of these accessories?",Sunglasses,Umbrella,Purse,B
3/31/2018 1:10,11,The co-creator of the first baby monitor was recruited after his design of what?,Portable radio,Crib,Coffee table,C
3/31/2018 1:12,12,Painter Margaret Keane's work directly inspired which cartoon series?,Jem and the Holograms,The Powerpuff Girls,My Little Pony,B
4/1/2018 1:06,1,"On Broadway, a ""triple threat"" is a person who sings, dances and what?",Acts,Bakes cakes,Trains dogs,A
4/1/2018 1:06,2,Abraham Lincoln is known for wearing what kind of headgear?,Propeller cap,Stovepipe hat,Supreme beanie,B
4/1/2018 1:07,3,Which of these foods is NOT a type of onion?,Scallion,Shallot,Scallop,C
4/1/2018 1:10,6,The song used in the viral Mannequin Challenge meme features a solo by what rapper?,Jay-Z,Gucci Mane,2 Chainz,B
4/1/2018 1:11,7,What kind of number is the decimal expansion of 1/7?,Endless but repeating,Irrational,Ending,A
4/1/2018 1:12,8,Birders use what four-letter word to refer to hard-to-classify birds?,Anon,Spuh,Drib,B
4/1/2018 1:12,9,Which U.S. state's capital city is home to an NHL team?,Ohio,Florida,Pennsylvania,A
4/1/2018 1:13,10,"Mozart's ""The Marriage of Figaro"" continues the story of what other opera?",The Barber of Seville,Rigoletto,La Traviata,A
4/2/2018 1:06,1,Snorkelers in the water are most likely to wear what on their feet?,Clown shoes,Stiletto heels,Swim fins,C
4/2/2018 1:06,2,A classic Shakespeare play details the doomed love between Romeo and who?,Juliet,Jessica Simpson,Ms. Jackson,A
4/2/2018 1:08,4,What basketball term derives from a French phrase that circus acrobats used to shout?,Alley-oop,Slam dunk,Airball,A
4/2/2018 1:09,5,The holiday of Passover commemorates events that took place in what ancient civilization?,Egypt,Babylonia,Macedonia,A
4/2/2018 1:10,6,Which of these figures is known for wearing a mackintosh?,Steve Jobs,Inspector Gadget,Johnny Appleseed,B
4/2/2018 1:10,7,Which of these punctuation marks can be found in an interrobang?,Ampersand,Pound sign,Question mark,C
4/2/2018 1:11,8,Which of these countries celebrates Easter with both an Easter Bunny and an Easter Bilby?,Sweden,Canada,Australia,C
4/2/2018 1:12,9,The music of Rick Astley played a direct role in bringing down the leader of what country?,Libya,Venezuela,Panama,C
4/2/2018 1:13,10,Who owns the NFL record for consecutive playoff games with at least two touchdown passes?,Joe Flacco,Joe Montana,Tom Brady,A
4/2/2018 1:14,11,The capital city of which country sits at the southernmost latitude?,Uruguay,Madagascar,Indonesia,A
4/2/2018 1:15,12,"According to an infamous '80s hoax, April Fools' Day was created by a Roman court jester named what?",Kugel,Constantine,Boskin,A
4/2/2018 19:03,1,"Ignoring someone is also known as ""giving them the cold"" what?",Shoulder,Pudding,Goblin,A
4/2/2018 19:04,2,Which of these is a common type of truck?,Pick-up,Put-down,Leave-there,A
4/2/2018 19:04,3,What day of the week is named for the moon?,Monday,Wednesday,Thursday,A
4/2/2018 19:05,4,Las Vegas welcomes visitors with an iconic sign that declares the city is what?,Historic,Scenic,Fabulous,C
4/2/2018 19:05,5,What ingredient is the difference between vanilla ice cream and French vanilla ice cream?,Crème fraîche,Egg yolk,Rum,B
4/2/2018 19:06,6,Tenzing Norgay is credited as one of the first two men to reach what place?,Top of Mt. Everest,South Pole,North Pole,A
4/2/2018 19:07,7,What company's New York Stock Exchange symbol is simply its name in all capitals?,IBM,Nike,Visa,A
4/2/2018 19:07,8,What band gets its name from an autobiography by an itinerant Welsh poet?,Pink Floyd,Supertramp,Traveling Wilburys,B
4/2/2018 19:08,9,Project Star Gate was once a secret government program researching what?,Cryptozoology,Ghosts,ESP,C
4/2/2018 19:09,10,A 1939 Supreme Court decision ruled against workers taking part in what kind of strike?,Walkout,Labor slowdown,Sit-down,C
4/2/2018 19:10,11,Which of these is NOT an ongoing award given to professional cartoonists?,Harvey,Reuben,Segar,C
4/2/2018 19:11,12,The title of a 1975 best-seller by Stephen King appears in the lyrics of what hip-hop hit?,99 Problems,Anaconda,Lose Yourself,C
4/3/2018 1:03,1,"The phrase ""hit the hay"" generally means you are about to do what?",Speak in tongues,Slamdance,Sleep,C
4/3/2018 1:04,2,The area where one practices Japanese martial arts is often called what?,Dojo,Department of Justice,DJ Tanner's house,A
4/3/2018 1:04,3,"On a map, Italy is often said to resemble what everyday item?",Boot,Catcher's mitt,Wine glass,A
4/3/2018 1:05,4,Which of these is a common synonym for instructional?,Didactic,Diametric,Diacritic,A
4/3/2018 1:05,5,"Pink Floyd's ""Dark Side of the Moon"" most famously syncs with what movie?",The Empire Strikes Back,Apollo 13,The Wizard of Oz,C
4/3/2018 1:06,6,"Henry David Thoreau's ""Walden"" detailed his cabin life in which state?",Massachusetts,Vermont,New Hampshire,A
4/3/2018 1:07,7,Which of these demonstrates heliotropism?,Polarized sunglasses,Suntan lotion,Sunflowers,C
4/3/2018 1:07,8,Which of these video game consoles was released first?,Sony PlayStation,Sega Saturn,Game Boy Color,B
4/3/2018 1:08,9,In 1982 U.S. regulators began allowing American trains to phase out what?,Ham radios,Smoking cars,Cabooses,C
4/3/2018 1:09,10,Which of these two-dimensional shapes has the most sides?,Chiliagon,Octadecagon,Enneadecagon,A
4/3/2018 1:10,11,In which of the following musicals does the first Holy Roman Emperor appear?,Pippin,Spamalot,Man of La Mancha,A
4/5/2018 19:04,1,"Humorous clips of mishaps in radio, TV and movies are known as what?",Bloopers,Chump-ups,Squeeblets,A
4/5/2018 19:04,2,The Golden Globe Awards are put on by what association?,Harlem Globetrotters,Hollywood Foreign Press,Justice League,B
4/5/2018 19:06,3,"According to the cartoon's theme song, what made Clifford the Big Red Dog so big?",Acromegaly,Radiation,Emily Elizabeth's love,C
4/5/2018 19:07,6,Which of these words is considered a contronym?,Waste,Dart,Seed,C
4/5/2018 19:09,7,What curious shape has NASA observed on the planet Saturn's northernmost point?,Dodecahedron,Hexagon,Triangle,B
4/5/2018 19:09,8,Which of these movies did NOT win an Academy Award for Best Original Song?,Footloose,Flashdance,Dirty Dancing,A
4/5/2018 19:09,9,"In the 1990s, a Texas county designated what as its official phone greeting?",Howdy,Heaven-o,Ahoy-hoy,B
4/5/2018 19:10,10,"Which of these desserts gets its name from a very old term for ""small sausage""?",Cobbler,Pudding,Trifle,B
4/5/2018 19:11,11,The Declaration of Independence was NOT signed by which of these people?,John Adams,Josiah Bartlett,George Washington,C
4/6/2018 1:04,1,Which of these are commonly worn to bed?,Oven mitts,Overalls,Pajamas,C
4/6/2018 1:05,2,Which of these is a common type of flying insect?,Fumblebee,Mumblebee,Bumblebee,C
4/6/2018 1:05,3,What word is typically used to refer to a serving of ribs?,Cob,Rack,Hoist,B
4/6/2018 1:06,4,How long is a single term for a US senator?,Two years,Six Years,Eight years,B
4/6/2018 1:07,5,"What rapper starred in the movie that made ""Bye, Felicia"" a catchphrase?",Will Smith,Ice Cube,Eminem,B
4/6/2018 1:07,6,Which of these is NOT one of the Benelux nations?,Belgium,Netherlands,Liechtenstein,C
4/6/2018 1:08,7,Whose work would you be most likely to learn more about on https://t.co/wIN6SjdXeh?,Robert Cray,Bob &amp; Ray,Bobby Flay,A
4/6/2018 1:09,8,What '70s sitcom had a theme song composed by Quincy Jones?,Good Times,What's Happening!!,Sanford &amp; Son,C
4/6/2018 1:10,9,"If an event is biennial, how many times will it happen in a decade?",Ten,Five,Twenty,B
4/6/2018 1:11,10,Who was NOT a model for Grant Wood's painting American Gothic?,Wood's grocer,Wood's sister,Wood's dentist,A
4/6/2018 1:11,11,Michael Douglas's first Oscar was for a film set where?,Investment Bank,Battlefield,Mental Institution,C
4/6/2018 1:13,12,Which of these sports typically uses the heaviest standard ball?,Cricket,Baseball,Fast-pitch softball,C
4/6/2018 19:04,1,"According to a famous saying, ""a journey of a thousand miles begins with a single"" what?",Energy drink,Step,Ride-hailing app,B
4/6/2018 19:05,2,The chief judge of the US Supreme Court is called what?,Chief Justice,Chief Moose,Chief Wiggum,A
4/6/2018 19:06,3,"By definition, people who are somnambulists do what?",Walk in their sleep,Eat at their desks,Work from home,A
4/6/2018 19:07,5,Which of these Ivy League schools is situated farthest north?,Brown,Cornell,Dartmouth,C
4/6/2018 19:08,6,Which of these European nations currently has a king?,Finland,Austria,Belgium,C
4/6/2018 19:08,7,"The voice of what ""Toy Story"" character also played the titular role in ""Sully""?",Slinky Dog,Buzz Lightyear,Woody,C
4/6/2018 19:09,8,Which author's breakout success was an essay about working at Macy's?,David Eggers,David Foster Wallace,David Sedaris,C
4/6/2018 19:10,9,Which state's most populated city has the most people?,Colorado,Maryland,Ohio,C
4/6/2018 19:13,12,Which of these candies was introduced first?,Life Savers,Charleston Chew,Tootsie Rolls,C
4/7/2018 1:05,1,What is applied to unpopped corn to pop it?,Peer pressure,Heat,Nail polish,B
4/7/2018 1:06,2,What advice would you most likely get from an orthodontist?,Dye your hair,Finish that screenplay,Floss regularly,C
4/7/2018 1:06,3,Which of these names also refers specifically to a male duck?,Meek,Mill,Drake,C
4/7/2018 1:07,4,Which magazine is known for its annual ranking of the 400 wealthiest Americans?,Financial Times,Fortune,Forbes,C
4/7/2018 1:07,5,Which of the five main human senses primarily relies on papillae?,Taste,Sight,Hearing,A
4/7/2018 1:08,6,Which US state has a capital city with an American Indian name?,Arizona,Florida,North Dakota,B
4/7/2018 1:09,7,Which of these common food additives comes from the ocean?,Guar gum,Carrageenan,Pectin,B
4/7/2018 1:10,8,"To Londoners, the board game Americans know as ""Clue"" is known as what?",Cluewho,Cluetime,Cluedo,C
4/7/2018 1:10,9,Eggs Benedict made with crab meat instead of ham is commonly known as what?,Eggs Juno,Eggs Poseidon,Eggs Neptune,C
4/7/2018 1:11,10,"The name of the famous satellite ""Sputnik"" roughly translates to what?",Sky walker,View tomorrow,Travel companion,C
4/7/2018 1:12,11,Ransom Riggs's debut novel was adapted into a movie by what director?,Richard Linklater,Tim Burton,Guillermo del Toro,B
4/7/2018 1:13,12,A son of Rutherford B. Hayes co-founded a company that invented what household item?,Brillo pad,Vacuum cleaner,D battery,C
4/8/2018 1:03,1,What is the main ingredient in sawdust?,Wood,Freon,Potatoes,A
4/8/2018 1:04,2,Which is a consequence of letting iron get wet?,Common cold,Shrinkage,Rust,C
4/8/2018 1:05,3,What state is home to the tallest mountain peak in the US?,Alaska,Massachusetts,Florida,A
4/8/2018 1:05,4,Newborn flamingoes are typically what color?,Light gray,Pale green,Dark red,A
4/8/2018 1:06,5,"Created in a 1970 contest, the universal recycling symbol depicts what?",Crumpled-up paper,Tree inside a circle,Three arrows,C
4/8/2018 1:06,6,"Which sport does NOT use an official who is officially referred to as a ""referee""?",Hockey,Baseball,Football,B
4/8/2018 1:07,7,Where will you find the only Ivy League university named after the state it is in?,Pennsylvania,Massachusetts,Connecticut,A
4/8/2018 1:08,8,Which of these terms is used to refer to one nautical mile per hour?,Knot,League,Fathom,A
4/8/2018 1:08,9,Which of these is the name of an actual ceremonial county in  England?,Buckinghamshire,Windsorshire,Westminstershire,A
4/8/2018 1:09,10,"""Sphenopalatine ganglioneuralgia"" is the scientific term for what?",Severe embarrassment,Absentmindedness,Ice cream headache,C
4/8/2018 1:10,12,"The Beatles song ""Glass Onion"" does NOT refer to which earlier Beatles song?",I Am the Walrus,Lady Madonna,A Day in the Life,C
4/9/2018 1:05,1,Bonnie &amp; Clyde were wanted by police for committing what crime?,Bank robbery,Excessive PDA,Destination wedding,A
4/9/2018 1:05,2,"In the Bible, Moses came down from Mount Sinai with tablets containing what?",10 commandments,20 coupons,6000 unread emails,A
4/9/2018 1:07,3,Which of these professionals is most likely to claim to have ESP?,Lifeguard,Psychic,Gym teacher,B
4/9/2018 1:07,4,What is the capital of Australia?,Canberra,Melbourne,Sydney,A
4/9/2018 1:08,5,A restaurant dish that is prepared when you order it is said to be cooked how?,A la plancha,A la minute,A la carte,B
4/9/2018 1:09,6,"When spelled out, what is the only number whose letters appear in alphabetical order?",11,4,40,C
4/9/2018 1:10,7,The titles of most Sherlock Holmes stories begin with what three words?,The Mystery of,The Case of,The Adventure of,C
4/9/2018 1:10,8,"By definition, aleatoric music is considered to be what?",Random,Cinematic,Mournful,A
4/9/2018 1:11,9,Which of these iconic mountains sits at the southernmost latitude?,Mount Everest,K2,Mount Fuji,A
4/9/2018 1:12,10,A famous 1977 FBI sting to unmask KGB operatives had what curious name?,Moscow-Mule,Fancy-Bear,Lemon-Aid,C
4/9/2018 1:13,11,Which singer does NOT have a star on the Hollywood Walk of Fame?,Janet Jackson,Celine Dion,Madonna,C
4/9/2018 1:14,12,Which of these classic novels has the longest first sentence?,The Old Man and the Sea,The Sound and the Fury,The Great Gatsby,A
4/9/2018 19:04,1,What are pocket calculators traditionally used for?,Arithmetic,Blending smoothies,Dispensing legal advice,A
4/9/2018 19:04,2,Which of the following is a US state?,Louisiana,Florizona,Texylvania,A
4/9/2018 19:06,3,Which of these is designed to make easily erasable marks?,Tattoo needle,Pencil,Permanent marker,B
4/9/2018 19:06,4,"When in flight, what letter of the alphabet do migrating geese most commonly form?",T,X,V,C
4/9/2018 19:07,5,Which of these is the name of a real chemical element?,Byzantium,Adamantium,Titanium,C
4/9/2018 19:08,6,"Who has NOT hosted an edition of the science miniseries ""Cosmos""?",Neil deGrasse Tyson,Bill Nye,Carl Sagan,B
4/9/2018 19:08,7,What old-fashioned musical instrument shares its name with a Greek muse?,Calliope,Orphica,Ocarina,A
4/9/2018 19:09,8,Which profession would normally use a Bristol board?,Chemist,Gardener,Artist,C
4/9/2018 19:10,9,"Which of these synonyms for ""small amount"" comes from a Japanese word?",Skosh,Bit,Iota,A
4/9/2018 19:11,10,"When England had no monarch during the 17th century, the ruler held what title?",Lord Protector,Executive Regent,Minister General,A
4/9/2018 19:13,12,"In Canada's national anthem, what word is used to describe Canadian hearts?",TRUE,Strong,Glowing,C
