timestamp,question #,question,A,B,C,correct,wrong,tryed_to_solve,right,time,
4/15/2018 1:10,7,"Which US federal tax return form is known as the ""short"" one?",Form 1040,Form 1040A,Form 1040EZ,B,WRONG,,,2.014348269,
4/15/2018 1:11,8,Which of the following countries sets speed limits in miles per hour?,Canada,India,Britain,C,WRONG,,,2.380595684,
4/15/2018 1:12,9,Which of these enlightenment philosophers also wrote a ridiculously steamy novel?,John Locke,Denis Diderot,René Descartes,B,WRONG,,,3.723374128,
4/15/2018 1:12,10,A founder of publishing house Simon & Schuster is the parent of a famous what?,Architect,Singer,Athlete,B,,NO_TRY,,1.633864164,multi step
4/15/2018 1:13,11,Which of these entrepreneurs has the most followers on Instagram?,Daymond John,Kevin O'Leary,Barbara Corcoran,A,,NO_TRY,,2.338578463,
4/15/2018 1:14,12,Which of these singers has an eponymous album title?,Demi Lovato,Carly Rae Jepsen,Selena Gomez,A,,NO_TRY,,1.467770576,
4/19/2018 19:03,1,Which of these is a common type of building?,Skyscraper,Sky Ferreira,Skywalker,A,,,RIGHT,2.828940868,
4/19/2018 19:04,2,"Typically, what kind of sauce is on a cheese pizza?",Glue,Tomato,Paint,B,,NO_TRY,,2.702928305,
4/19/2018 19:05,3,Which of these words is also a common term in arithmetic?,Discord,Dissolution,Division,C,,,RIGHT,1.480917931,
4/19/2018 19:05,4,Which of these is a real zodiac sign?,Equinox,Taurus,Nova,B,,,RIGHT,1.843963146,
4/19/2018 19:06,5,Which Reese Witherspoon movie has gotten a Broadway musical adaptation?,Election,Walk the Line,Legally Blonde,C,,,RIGHT,1.655703068,
4/19/2018 19:07,7,The name of a facility for mentally ill foes of Batman is taken from a story by what author?,HG Wells,HL Mencken,HP Lovecraft,C,,NO_TRY,,3.108496904,multi step
4/19/2018 19:08,8,"A 2017 hack of the ""Harvard Crimson"" front page made fun of what celebrity?",Malia Obama,Mark Zuckerberg,Natalie Portman,B,,NO_TRY,,1.833228827,
4/19/2018 19:08,9,Which of these insects is typically the heaviest by far?,Giant weta,Goliath beetle,Rhinoceros cockroach,B,WRONG,,,1.738515139,unitt of measure compare
4/19/2018 19:09,10,Which gulf is NOT located at the northern end of the Red Sea?,Aden,Aqaba,Suez,A,WRONG,,,1.658357143,
4/19/2018 19:10,11,Who was appointed to the US Senate despite being too young to legally serve?,Henry Clay Sr.,Stephen A. Douglas,John C. Calhoun,A,,NO_TRY,,4.089208603,
4/20/2018 1:08,1,Soup is typically eaten with what kind of kitchen utensil?,Toothpick,Spoon,Meat thermometer,B,,,RIGHT,2.683545589,
4/20/2018 1:09,2,The Earth is covered in about 70 percent what?,Leather,Water,Frank Ocean,B,,,RIGHT,1.77615118,
4/20/2018 1:10,3,"The warning that police give arrested suspects are known as what ""rights""?",Samantha,Miranda,Charlotte,B,,,RIGHT,1.862551928,
4/20/2018 1:10,4,"In writing, what set of rules regulates the order of words?",Spelling,Arithmetic,Syntax,C,,,RIGHT,3.23660183,
4/20/2018 1:11,6,"Which of these singers referred to himself as ""the Lizard King""?",Gene Simmons,Steven Tyler,Jim Morrison,C,,,RIGHT,3.271649599,
4/20/2018 1:13,7,What is the nickname of the NHL player with the record for most games ever played?,Mr. Goalie,Mr. Hockey,Mr. Invincible,B,,NO_TRY,,2.043312073,
4/20/2018 1:13,8,"When referring to cameras, which of these words is part of the acronym DSLR?",Light,Direct,Single,C,,,RIGHT,1.516477108,
4/20/2018 1:14,9,"Before ""This American Life,"" Ira Glass was the co-host of an NPR show based in what city?",Chicago,Boston,New York City,A,,,RIGHT,2.80936861,
4/20/2018 1:14,10,Which of these actors does NOT have their own brand of wine?,Kate Hudson,Anne Hathaway,Drew Barrymore,B,WRONG,,,2.797559977,
4/20/2018 1:15,11,Which game was created by the same mind behind RoboRally?,Magic: The Gathering,Settlers of Catan,Hearthstone,A,,,RIGHT,1.698042154,
4/20/2018 19:03,1,"According to Kermit the Frog, ""It's not easy being"" what?",Green,Gorgeous,Goth,A,,,RIGHT,1.471804619,
4/20/2018 19:04,2,What is the largest planet in our solar system?,Jupiter,Super Mercury,Mars after a bee sting,A,,,RIGHT,2.30657649,
4/20/2018 19:05,3,What computational device predates pocket calculators by thousands of years?,Desktop computer,Abacus,Slide rule,B,,,RIGHT,3.625588179,
4/20/2018 19:06,4,The tiny country of Liechtenstein borders what two nations?,France / Germany,Austria / Switzerland,Belgium / Netherlands,B,,NO_TRY,,2.232161999,
4/20/2018 19:06,5,"What does ""brimstone,"" as mentioned in the Bible, refer to?",Granite,Sulfur,Lava,B,,,RIGHT,1.427363634,
4/20/2018 19:07,6,"Along with California, what state was the first to pass a medical marijuana proposition?",Alaska,Colorado,Arizona,C,WRONG,,,1.634520292,
4/20/2018 19:07,7,"According to its inventor, the graphics format spelled G-I-F is pronounced how?","""gif""","""jif""","""zhif""",B,,,RIGHT,3.169437647,
4/20/2018 19:09,8,"""Here Comes the Bride"" was written by the composer of which opera?",Don Giovanni,Carmen,Tristan and Isolde,C,,NO_TRY,,2.071067333,
4/20/2018 19:09,9,"The ""Back to the Future"" movie trilogy spans how long a period of time?",130 years,60 years,100 years,A,,NO_TRY,,3.293471813,
4/20/2018 19:10,10,Which of these dishes would most likely NOT be served at Buckingham Palace?,Bananas Foster,Crepes Suzette,Lobster bisque,C,,NO_TRY,,2.657331944,
4/21/2018 1:06,1,Which is a component of most modern computers?,Keyboard,Wind chime,Grease trap,A,,,RIGHT,3.066198587,
4/21/2018 1:07,2,Uprooted thistle plants that are driven about by the wind are known as what?,Fumbleseeds,Tumbleweeds,Stumbletweeds,B,,NO_TRY,,1.616136074,
4/21/2018 1:07,3,What internet term is named for a mythical creature?,Noob,Spam,Troll,C,,NO_TRY,,1.758368492,
4/21/2018 1:08,4,"Fancy Scotch whisky is often described as ""single"" what?",Match,Malt,Mash,B,,,RIGHT,1.419124126,
4/21/2018 1:08,5,"What does the ""S"" stand for in the government agency TSA?",Screening,Safety,Security,C,,,RIGHT,2.603066683,
4/21/2018 1:09,6,"According to the creator, which of these classic characters is actually NOT a cat?",The Cat in the Hat,Hello Kitty,Felix the Cat,B,,NO_TRY,,2.777457476,
4/21/2018 1:09,7,"In what language is ""555"" internet slang for laughter?",Thai,Korean,Chinese,A,WRONG,,,1.906196356,
4/21/2018 1:10,8,"Which of these actors is famous for the classic movie line ""I'm walkin' here!""?",Robert De Niro,Dustin Hoffman,Al Pacino,B,WRONG,,,1.640638351,
4/21/2018 1:11,9,The invention known as the Archimedes' screw is typically used for what?,Pumping water,Fastening wood,Preparing meat,A,,NO_TRY,,1.697060347,
4/21/2018 1:11,10,In which discipline are you most likely to learn about morphemes?,Nuclear chemistry,Marine biology,Linguistics,C,,,RIGHT,3.684081316,
4/21/2018 1:12,11,"When ranking the seven continents by population, which is in the exact middle?",Europe,South America,North America,C,WRONG,,,1.655833244,
4/21/2018 1:13,12,"Which show did NOT feature a main cast member who played one of Jerry's girlfriends on ""Seinfeld""?",Friends,Gilmore Girls,Wings,C,WRONG,,,1.594440699,
4/22/2018 1:03,1,What kind of power do televisions run on?,Electricity,Caffeine,Pure charisma,A,,,RIGHT,1.560544968,
4/22/2018 1:04,2,Which of these awards is given to the NBA's best first-year player?,America's Cup,Independent Spirit Award,Rookie of the Year,C,,,RIGHT,3.791863203,
4/22/2018 1:06,3,Which of these Beatles songs is sung entirely in English?,Norwegian Wood,Across the Universe,Michelle,A,WRONG,,,2.186532974,
4/22/2018 1:06,4,"Of the following cities, which is farthest west?",Los Angeles,Boise,Reno,C,,NO_TRY,,1.715765476,
4/22/2018 1:07,5,What singer shares a name with a bygone empire headquartered in Ghana?,Shakira,Ashanti,Aaliyah,B,,,RIGHT,1.634241819,
4/22/2018 1:08,6,Which of these battles did NOT happen during World War II?,Battle of Verdun,Battle of the Bulge,Battle of Midway,A,WRONG,,,2.510148287,
4/22/2018 1:08,7,What PBS icon was named an honorary captain of a National Hockey League team?,Mister Rogers,Bob Ross,William F. Buckley Jr.,A,,NO_TRY,,3.022787809,
4/22/2018 1:09,8,"The so-called ""Billionaire Boys Club"" of the 1980s got rich quick through what?",Penny stocks,Ponzi schemes,Junk bonds,B,,NO_TRY,,1.460031271,
4/22/2018 1:10,9,Which of these nations has NOT produced a secretary-general of the United Nations?,Brazil,Egypt,Sweden,A,WRONG,,,1.943193436,
4/22/2018 1:11,10,"Where was Richard Nixon speaking when he famously declared, ""I am not a crook""?",Knott's Berry Farm,Disney World,SeaWorld,B,,,RIGHT,1.490786076,
4/23/2018 1:04,1,"""Dirty water dog"" is a New York City nickname for what edible street food?",Spaghetti,Hot dog,Mushroom soup,B,,,RIGHT,5.154518366,
4/23/2018 1:04,2,A house in need of repairs and remodeling is known as what?,Tree-plugger,Fixer-upper,Trash can-lugger,B,,NO_TRY,,1.640223742,
4/23/2018 1:05,3,A police officer can search your house without a warrant if they have what cause?,Notable,Probable,Acute,B,,,RIGHT,1.634106159,
4/23/2018 1:06,4,"The tech term ""malware"" combines what word with software?",Malicious,Malfunctioning,Malevolent,A,,,RIGHT,1.599685431,
4/23/2018 1:06,5,"In ""The Silence of the Lambs,"" Hannibal Lecter paired his fava beans with a wine from what country?",France,Italy,Argentina,B,,NO_TRY,,4.457672119,
4/23/2018 1:07,6,"Which of these synonyms for ""large"" was coined most recently?",Prodigious,Humongous,Ginormous,B,,NO_TRY,,1.756987572,
4/23/2018 1:08,7,"According to the author of ""Harry Potter,"" where is Hogwarts?",Ireland,England,Scotland,C,,,RIGHT,1.742747307,
4/23/2018 1:08,8,Legendary NBA player Larry Bird went on to coach what team?,Boston Celtics,Indiana Pacers,Los Angeles Lakers,B,WRONG,,,1.670087576,
4/23/2018 1:09,9,Which of these US states' capitals has the fewest residents?,Maryland,Minnesota,Iowa,A,WRONG,,,2.633124828,
4/23/2018 1:10,10,Which of these rappers is the tallest?,Lil Yachty,Lil Uzi Vert,Lil Wayne,A,,NO_TRY,,2.497362852,
4/23/2018 1:11,11,What kind of tax does NOT apply in the regular edition of Monopoly?,Property tax,Poor tax,Income tax,A,WRONG,,,1.609540701,
4/23/2018 1:12,13,"When the US dollar currency was created, what was its value pegged to?",Price of gold,French franc,Spanish silver dollar,C,,NO_TRY,,2.308428764,
4/23/2018 1:13,14,Which of these major ancient cities was located the farthest north?,Carthage,Lutetia,Byzantium,B,,NO_TRY,,2.175762892,
4/23/2018 1:13,15,"Which person is NOT mentioned in REM's ""It's the End of the World as We Know It""?",Leonard Cohen,Leonid Brezhnev,Lester Bangs,A,WRONG,,,3.271437645,
4/23/2018 19:04,1,Which of these sandwiches is often grilled?,Cheese,Knuckle,Earl,A,,,RIGHT,1.943259716,
4/23/2018 19:04,2,What is the term for illegally crossing the street while not at a crosswalk?,Joewalking,Mikewalking,Jaywalking,C,,,RIGHT,1.525177956,
4/23/2018 19:05,3,Which of these is considered an oxymoron?,Jumbo shrimp,Sizzling fajitas,Albino alligator,A,,NO_TRY,,1.427753925,
4/23/2018 19:06,4,The camera was first featured in which iPhone model?,iPhone 3GS,iPhone 3G,First generation iPhone,C,WRONG,,,3.221768141,
4/23/2018 19:06,5,"According to lore, what did the Sphinx ask for before allowing visitors into Thebes?",Offer a gift,Pay a toll,Answer a riddle,C,,NO_TRY,,2.465011358,
4/23/2018 19:07,6,"The director of the horror classic ""Scream"" also directed which film?",Mr. Holland's Opus,Music of the Heart,School of Rock,B,,NO_TRY,,1.650524378,
4/23/2018 19:08,7,"Which of these is also known as ""the devil's game""?",Blackjack,Roulette,Poker,B,,NO_TRY,,1.527632236,
4/23/2018 19:08,8,Which of these US states does NOT have a sales tax?,Ohio,Oklahoma,Oregon,C,,,RIGHT,4.198355675,
4/23/2018 19:09,9,"The concept now known as the ""uncanny valley"" was created by a scientist from what country?",Japan,USA,France,A,,,RIGHT,2.162396669,
4/23/2018 19:10,10,Which state is home to a NASA facility named for the 35th US president?,Texas,Florida,Virginia,B,,,RIGHT,2.730849028,
4/23/2018 19:10,11,"In Psy's viral 2012 song from South Korea, the term ""oppa"" loosely translates to which of these?",Big time,Big brother,Big spender,B,,,RIGHT,2.521655083,
4/23/2018 19:11,12,"In the children's book, which of these foods did ""The Very Hungry Caterpillar"" eat?",Banana,Pizza,Cupcake,C,WRONG,,,3.733379126,
4/24/2018 1:04,2,A catchy song is sometimes referred to as what?,Hair tarantula,Face-spider,Earworm,C,,,RIGHT,1.394152403,
4/24/2018 1:05,3,"Which of these is another word for ""another word for""?",Zimmerman,Synonym,Cinnamon,B,,NO_TRY,,1.475658655,
4/24/2018 1:06,4,The longest side of a right triangle is called the what?,Hypotension,Hypothalamus,Hypotenuse,C,,,RIGHT,1.554171562,
4/24/2018 1:06,5,You would find a cloaca in the digestive system of which of these animals?,Caterpillar,Chameleon,Chimpanzee,B,,NO_TRY,,2.575132132,
4/24/2018 1:07,6,Which singer's daughter was once the creative director of French fashion house Chloé?,Steven Tyler,Paul McCartney,David Bowie,B,,NO_TRY,,3.268997431,
4/24/2018 1:08,7,Which of these religious movements was founded by a woman?,Jehovah's Witnesses,Christian Science,Rastafari,B,WRONG,,,1.978435516,
4/24/2018 1:09,8,"Which of these celebrities is NOT mentioned by name in LFO's ""Summer Girls""?",Michael J. Fox,Macaulay Culkin,Vanilla Ice,C,WRONG,,,1.98593688,
4/24/2018 1:09,9,Which of these countries relies on nuclear power for more than 75 percent of its electricity?,France,Russia,Japan,A,,,RIGHT,3.008452415,
4/24/2018 1:10,10,Charles Darwin was born on the same exact date and year as which president?,Thomas Jefferson,Abraham Lincoln,Theodore Roosevelt,B,,,RIGHT,2.443964481,
4/24/2018 1:11,11,In which of these novels is the first word the same as the title?,Lolita,Frankenstein,Dracula,A,,,RIGHT,2.186256647,
4/24/2018 19:03,1,Author Ian Fleming created what spy code-named 007?,Spyler the Creator,James Bond,Spyin' Gosling,B,,,RIGHT,1.986162901,
4/24/2018 19:04,2,Which of these is typically sold in a bakery?,Muffins,Top hats,Power saws,A,,,RIGHT,2.404929399,
4/24/2018 19:05,3,"Which of these words is a synonym for ""unstable""?",Trickle,Sickle,Fickle,C,,NO_TRY,,3.046089172,
4/24/2018 19:05,4,NASA's Curiosity Rover was built to explore the surface of what?,The moon,Jupiter,Mars,C,,,RIGHT,1.561853647,
4/24/2018 19:06,5,The Golden Glove is a US prize given out to top performers in what sport?,Bowling,UFC,Boxing,C,,,RIGHT,1.737193823,
4/24/2018 19:07,6,"""Boss of Me"" by They Might Be Giants was the theme song to what sitcom?",30 Rock,Malcolm in the Middle,The Office,B,,,RIGHT,1.712646246,
4/24/2018 19:07,7,The digastric muscle can be found directly under what body part?,Jaw,Heart,Stomach,A,,,RIGHT,2.97801137,
4/24/2018 19:08,8,"Because he likes the ""lessons,"" what film has the rapper known as Puff Daddy watched at least 63 times?",Scarface,Big,Titanic,A,WRONG,,,2.442237139,
4/24/2018 19:09,9,"Meat Loaf's album ""Bat Out of Hell"" features songs originally written for a musical about who?",James Dean,Dracula,Peter Pan,C,,,RIGHT,2.014979839,
4/24/2018 19:09,10,Which of these scientists has a common tie knot named in his honor?,Ernest Rutherford,Joseph Priestley,Lord Kelvin,C,,NO_TRY,,1.953446865,
4/24/2018 19:10,11,"Which of these words was invented by Jonathan Swift and is a synonym for ""big""?",Brobdingnagian,Lilliputian,Gargantuan,A,,,RIGHT,3.168403625,
4/24/2018 19:11,12,Paul Newman is mentioned in the first line of what novel?,The Hustler,The Outsiders,Get Shorty,B,WRONG,,,2.637488604,
4/25/2018 1:03,1,Clothes normally go from a washing machine to what other machine?,Fax,Dryer,ATM,B,,,RIGHT,2.425458193,
4/25/2018 1:04,2,Which of these animals is usually the smallest?,Goose,Moose,Bruce Willis,A,,NO_TRY,,1.664809465,
4/25/2018 1:05,3,Which of these is a shade of red?,Crimson,Turquoise,Emerald,A,,,RIGHT,3.427259922,
4/25/2018 1:05,4,"By definition, numbers that are less than zero are classified as what?",Imaginary,Negative,Transcendental,B,WRONG,,,2.184715271,
4/25/2018 1:06,5,What shape best describes the USDA's current diagram of a balanced diet?,Square,Pyramid,Circle,C,WRONG,,,1.696338415,
4/25/2018 1:07,6,Which state's capital contains the name of the state?,Indiana,Iowa,Maine,A,,,RIGHT,1.803616285,
4/25/2018 1:07,7,Which of these terms refers to the outer region of the Sun's atmosphere?,Tacoma,Corona,Zygoma,B,,,RIGHT,2.352751732,
4/25/2018 1:08,8,Which animal is NOT a species of wild cat?,Rorqual,Oncilla,Margay,A,WRONG,,,2.715916157,
4/25/2018 1:09,9,"The lead actor in ""Better Call Saul"" starred on what '90s sketch comedy TV series?",Mr. Show,The State,Kids in the Hall,A,,,RIGHT,2.615370512,
4/25/2018 1:09,10,Which of these would a doctor most likely make use of?,Clinopinacoid,Xiphiplastron,Armamentarium,C,,NO_TRY,,2.011831999,
4/25/2018 1:10,11,Which US president did NOT win a Nobel Peace Prize?,Woodrow Wilson,Franklin Roosevelt,Teddy Roosevelt,B,WRONG,,,2.039693117,
4/25/2018 19:04,1,The duration of a pregnancy is usually measured in what?,Laughter,Trimesters,Cups of decaf,B,,NO_TRY,,3.542859793,
4/25/2018 19:05,2,Which of these is most likely to cause hair static?,Peeling an orange,Eating too much tuna,Taking off a sweater,C,,NO_TRY,,1.757916451,
4/25/2018 19:05,3,Which of these shapes has the most sides?,Hexagon,Pentagon,Rhombus,A,,,RIGHT,1.708837271,
4/25/2018 19:06,4,Which of these would be considered a peccadillo?,Tardiness,Identity theft,Kidnapping,A,,NO_TRY,,1.638168335,
4/25/2018 19:06,5,Which of these terms refers to a popular type of wooden board used for decorating?,Shiplap,Boatcull,Craftpanel,A,,NO_TRY,,3.966746092,
4/25/2018 19:07,6,The 20th century US Supreme Court Justice Marshall was born with what first name?,Thoroughly,Thergood,Thoroughgood,C,,,RIGHT,1.992480993,
4/25/2018 19:08,7,The game now known as laser tag began as a 1979 toy inspired by what franchise?,Star Trek,The Jetsons,Doctor Who,A,,,RIGHT,1.663272858,
4/25/2018 19:09,9,"In the film version of ""Matilda,"" which Olympic sport did Miss Trunchbull compete in?",Pole vault,Fencing,Javelin,C,,NO_TRY,,1.449720383,
4/25/2018 19:10,11,Which of these creatures is NOT represented by a professional Japanese baseball team?,Dragon,Carp,Lizard,C,WRONG,,,2.836324215,
4/25/2018 19:11,12,Denver's Union Station once banned which of these things?,Whistling,Wearing red,Kissing,C,,NO_TRY,,3.064605713,
4/26/2018 1:05,1,Which of these typically stores sweet treats?,Jacuzzi,Cookie jar,Shrimp boat,B,,NO_TRY,,1.440902948,
4/26/2018 1:05,2,Which term describes pajamas with initials stitched onto them?,Monogrammed,Monorailed,Monologued,A,,NO_TRY,,2.020560503,
4/26/2018 1:07,3,What type of wine is spoiled in a hit '90s song by Alanis Morissette?,Chardonnay,Sherry,Merlot,A,,NO_TRY,,2.467307329,
4/26/2018 1:08,5,"By definition, an expert in amanuensis is helpful in what?",Administering shots,Writing letters,Cleaning lab equipment,B,,NO_TRY,,3.090098381,
4/26/2018 1:09,6,What music legend's hat stole the show at the 2009 presidential inauguration?,Aretha Franklin,Keith Urban,Pharrell,A,,,RIGHT,1.931838751,
4/26/2018 1:10,7,"The creator of which of these fonts has publicly declared it ""the best font in the world""?",Comic sans,Papyrus,Helvetica,A,,NO_TRY,,4.351771832,
4/26/2018 1:11,8,Which of these shows typically features voiceover narration instead of an on-screen host?,Flip or Flop,Fixer Upper,House Hunters,C,,NO_TRY,,2.580774546,
4/26/2018 1:11,9,"Bessie, the US equivalent to the Loch Ness monster, is rumored to live in what lake?",Superior,Erie,Ontario,B,,NO_TRY,,1.843749046,
4/26/2018 1:13,10,Which of these veteran filmmakers has directed an R-rated movie?,Chris Columbus,Nancy Meyers,JJ Abrams,B,,NO_TRY,,2.169072628,
4/26/2018 3:35,2,What is the name of the traditional Japanese art form that combines dancing and theater?,Surfboarding,Kabuki,Pattycake,B,,,RIGHT,1.61839509,
4/26/2018 3:36,3,"What type of grinning animal is famously featured in ""Alice's Adventures in Wonderland""?",Pig,Lizard,Cat,C,,,RIGHT,5.321638584,
4/26/2018 3:36,4,Who lends his name to the machines that typically resurface the ice at skating rinks?,Frank Zamboni,Charles Ponzi,Brian Boitano,A,,,RIGHT,1.675758123,
4/26/2018 3:38,6,Which of these is NOT part of the modern version of the Hippocratic Oath?,Secret-keeping,Respect for physicians,Punctuality,C,,NO_TRY,,1.436611176,
4/26/2018 3:39,7,Which of these places named its capital after John the Baptist?,Cuba,Puerto Rico,The Bahamas,B,WRONG,,,1.63640523,
4/26/2018 3:39,8,"The director of which film appeared in several episodes of ""Degrassi: The Next Generation""?",Clerks,Knocked Up,The Sixth Sense,A,,,RIGHT,3.616837025,
4/26/2018 3:40,9,Which of these words is NOT part of the diving acronym SCUBA?,Apparatus,Contained,Sport,C,,,RIGHT,1.930155754,
4/26/2018 3:40,10,"Which island purportedly inspired the setting for Shakespeare's ""The Tempest""?",Montserrat,Anguilla,Bermuda,C,,,RIGHT,1.357948303,
4/26/2018 3:41,11,"The acclaimed author of ""The Year of Magical Thinking"" has appeared in ads for what fashion brand?",Givenchy,Chanel,Céline,C,,NO_TRY,,2.103501558,
4/26/2018 3:43,12,Bob Marley's son performs the theme song for a hit animated TV show about a talking what?,Sponge,Aardvark,Horse,B,,NO_TRY,,4.1869452,
4/26/2018 19:04,1,A single piece of clothing that covers the entire body is called what?,Whatsie,Whosie,Onesie,C,,,RIGHT,3.340665579,
4/26/2018 19:05,2,Which of these irons is a common heat-styling tool for hair?,Jeremy,Curling,Cast,B,,NO_TRY,,1.735338688,
4/26/2018 19:05,3,What is the name of the first book of the Christian Bible?,The Sorcerer's Stone,Genesis,Fellowship of the Ring,B,,,RIGHT,1.691634893,
4/26/2018 19:06,4,"Which of these terms means ""common people""?",Perth Amboy,Hoi polloi,Bok choy,B,,,RIGHT,3.498691082,
4/26/2018 19:06,5,"Geographically speaking, an atoll is a type of what?",Island,Peninsula,Isthmus,A,,,RIGHT,2.048662663,
4/26/2018 19:07,6,Which of these is a right granted by the Sixth Amendment?,Private trial,Public trial,Trial without a jury,B,,,RIGHT,1.613754034,
4/26/2018 19:08,7,"What does the Italian exclamation ""Basta!"" translate to in English?",Enough!,Great!,Pasta!,A,,NO_TRY,,1.514506578,
4/26/2018 19:08,8,Which US president never had a spouse?,James Buchanan,Martin Van Buren,John Tyler,A,WRONG,,,1.773193836,
4/26/2018 19:09,9,The Swiss Open has twice given out which of these to a top tennis player?,Giant cheese wheel,Tuft of Swiss grass,Cow,C,,NO_TRY,,1.941470623,
4/26/2018 19:09,10,Which of these brands does NOT have a designer contracted for life?,Chanel,Gucci,Fendi,B,,NO_TRY,,2.747597933,
4/26/2018 19:11,12,Which of these actors is known for tweeting pictures of his own paintings?,Anthony Hopkins,Sam Neill,Michael Caine,A,,,RIGHT,3.006902695,
4/27/2018 1:05,1,Which is a common flavor of toothpaste?,Mint,Salt,Mayonnaise,A,WRONG,,,1.771565914,
4/27/2018 1:05,2,"What is a derisive name for a large, generic suburban home?",Piazza Hut,Burger Realm,McMansion,C,,NO_TRY,,2.606388569,
4/27/2018 1:06,3,Which of these is a food that vegans would eat?,Spinach,Strip steak,Tuna salad,A,,,RIGHT,2.286506176,
4/27/2018 1:06,4,Which of these US states is part of the Delmarva Peninsula?,Arkansas,Maryland,Arizona,B,,,RIGHT,1.785541534,
4/27/2018 1:07,5,"Thanks to its density, which of these elements is the heaviest?",Lead,Silver,Aluminum,A,,NO_TRY,,1.576623917,unitt of measure compare
4/27/2018 1:08,7,What school shares its name with a character from the legends of King Arthur?,Emory University,Notre Dame,Columbia University,B,WRONG,,,2.458506584,
4/27/2018 1:09,8,"Which of these artists has NOT recorded a song based on ""Wuthering Heights""?",Annie Lennox,Kate Bush,Celine Dion,A,WRONG,,,3.473916054,
4/27/2018 1:11,10,Which Canadian author wrote a book nobody will be able to read until the next century?,Alice Munro,Margaret Atwood,Yann Martel,B,WRONG,,,1.846891642,
4/27/2018 1:11,11,The only dwarf planet in our solar system's asteroid belt is named for a goddess of what?,Wisdom,Agriculture,Dawn,B,WRONG,,,1.931713343,
4/27/2018 1:13,12,"Rumored to be made of unicorn horns, the throne chair of Denmark is actually made of what?",Horse bones,White quartz,Narwhal tusks,C,,NO_TRY,,2.056762934,
4/27/2018 19:04,1,Which machine would you most likely find in a gym?,Karaoke machine,Deep fryer,Treadmill,C,,NO_TRY,,3.620053291,
4/27/2018 19:04,2,"According to an old saying, ""You can't judge a book by its"" what?",Index,Klout Score,Cover,C,,NO_TRY,,1.474339247,
4/27/2018 19:05,3,Which of these is the name of a famous cartoon chipmunk?,Mickey,Goofy,Alvin,C,,,RIGHT,1.350508928,
4/27/2018 19:05,4,Which of these properties is often measured in fluid ounces?,Density,Volume,Viscosity,B,,,RIGHT,1.701316595,
4/27/2018 19:06,5,Which of these terms is used to describe the news media?,Fourth estate,Second base,Third watch,A,,NO_TRY,,3.160165787,
4/27/2018 19:07,6,"In the 1989 film ""Turner & Hooch,"" what kind of animal was Hooch?",Dog,Ferret,Skunk,A,,,RIGHT,2.800361633,
4/27/2018 19:08,7,Which of these islands is in the Caribbean?,Bora Bora,Seychelles,Saint Lucia,C,,,RIGHT,1.528847694,
4/27/2018 19:08,8,The rapper Q-Tip is part of what classic hip-hop group?,A Tribe Called Quest,Public Enemy,De La Soul,A,,,RIGHT,1.714403629,
4/27/2018 19:09,10,Which of these dog breeds has won the most Best in Show awards at Westminster?,English Setter,Scottish Terrier,Bichon Frise,B,,,RIGHT,1.925640821,
4/27/2018 19:10,11,The Lone Star State does NOT border which state?,Centennial State,Land of Enchantment,Pelican State,A,,NO_TRY,,4.304267645,
4/27/2018 19:11,12,Who was inducted into the National Inventors Hall of Fame first?,Nikola Tesla,Philo Farnsworth,Louis Pasteur,A,,NO_TRY,,2.125060081,
4/28/2018 1:04,1,Who is the Eiffel Tower named after?,Gustave Eiffel,Gustave Tower,Indoor Football League,A,,,RIGHT,1.760241985,
4/28/2018 1:05,2,Which of these places is located in the tropics?,Siberia,Hawaii,Antarctica,B,,NO_TRY,,1.996742487,
4/28/2018 1:06,3,What is the name of the layer that lies between the crust and core of the Earth?,Mantle,Ocean,Continent,A,,,RIGHT,3.110241175,
4/28/2018 1:07,4,"Which of these is considered ""higher"" mathematics?",Arithmetic,Area of a square,Vector calculus,C,WRONG,,,1.611209631,
4/28/2018 1:07,5,Which of these is NOT one of Switzerland's official languages?,French,Italian,Dutch,C,WRONG,,,1.563590527,
4/28/2018 1:08,6,"On the periodic table of the elements, what are the horizontal rows called?",Groups,Periods,Blocks,B,WRONG,,,1.766798019,
4/28/2018 1:09,7,Which of these college football teams famously has the largest stadium?,Crimson Tide,Wolverines,Longhorns,B,WRONG,,,3.68043685,
4/28/2018 1:09,8,Which of these landmark Supreme Court cases was handed down first?,Dred Scott v. Sandford,Brown v. Board,Plessy v. Ferguson,A,WRONG,,,2.320583344,
4/28/2018 1:10,9,"In the world of comic books, what does ""retcon"" mean?",Retouched condition,Retroactive continuity,Retaliatory concussion,B,,,RIGHT,1.299381971,
4/28/2018 1:11,11,Which of these is the title of only one book of the Bible?,Kings,Chronicles,Judges,C,WRONG,,,1.694696665,
4/29/2018 1:04,1,Two items that are difficult to compare are often said to be what?,Hoagies / grinders,Apples / oranges,Simons / Garfunkels,B,,NO_TRY,,1.809665203,
4/29/2018 1:05,2,"By definition, a hotel room advertised as having AC has what?",Alive cockroaches,Almond cookies,Air conditioning,C,,NO_TRY,,4.181157351,
4/29/2018 1:06,3,"The comic strip ""B.C."" is mainly about what?",Aliens,Cavemen,Robots,B,,NO_TRY,,1.955010891,
4/29/2018 1:06,4,Which of these particles is NOT found within an atomic nucleus?,Electron,Proton,Neutron,A,WRONG,,,1.893965244,
